ID,Supply Chain Segment,Updated,Team Member,Status2,Timeline,Company,Facility Name,Facility Type,Product Type,Product,Workforce,Production Capacity,Website,Facility Phone,Facility City,Facility State or Province,Facility Country,Data Source,Latitude,Longitude,Status,Workforce_dummy
6000,End of Life,8/1/22,NA,Active,NA,Agmet LLC,Agmet - Oakwood Village,Battery recycling - hydro/pyro/direct,NA,Mixed metal intermediates - alloy/ salts/ sulfates/ mattes,27,NA,https://www.agmetmetals.com,440-439-7400,Oakwood Village,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.35434121,-81.51793565000001,Commercial,27
6001,End of Life,8/1/22,NA,Planned or under construction,2023,American Battery Technology Company,"Fernley, NV",Battery recycling - hydro/pyro/direct,NA,Black Mass,30,NA,https://www.americanbatterytechnology.com,775-473-4744,Fernley,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.61295337,-119.25133229999999,Under construction (2023),30
6002,End of Life,8/8/22,NA,Active,NA,Aqua Metals LLC,Aqua Metals Innovation Center,Battery recycling - hydro/pyro/direct,NA,Mixed metal intermediates - alloy/ salts/ sulfates/ mattes,40,NA,https://www.aquametals.com,NA,McCarran,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.53950823,-119.4833852,Pre-commercial or startup,40
6003,End of Life,8/4/22,NA,Active,NA,Ascend Elements,Recycling Operations,Battery recycling - hydro/pyro/direct,NA,Battery grade metal sulfates,Unknown,NA,https://www.ascendelements.com,508-936-7731,Worcester,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.31436998,-71.79794746000002,Commercial,0
6004,End of Life,8/4/22,NA,Active,NA,Ascend Elements,Base 1,Battery recycling - hydro/pyro/direct,NA,Black Mass,200,NA,https://www.ascendelements.com,470-441-7116,Covington,GA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.18,-71.47,Commercial,200
6005,End of Life,8/4/22,NA,Planned or under construction,2023,Ascend Elements,Apex 1,Battery material refining,NA,Cathode Precursor,250,NA,https://www.ascendelements.com,508-936-7701,Pembroke,KY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.79765047,-87.42140382000001,Planned (2023),250
6005,End of Life,12/4/22,NA,Planned or under construction,NA,Ascend Elements,Apex 1,Battery material refining,NA,Cathode Precursor,270,NA,https://www.ascendelements.com,508-936-7701,Hopkinsville,KY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.79765047,-87.42140382000001,Planned,270
6006,End of Life,8/4/22,NA,Active,NA,ATC Drivetrain,ATC Drive Train,"4R's - Repair, Remanufacture, Refurbish and/or Repurpose",NA,Other,1000,NA,https://www.atcdrivetrain.com/products/electrification,405-577-9901,Oklahoma City,OK,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.46575911,-97.69320850999999,Commercial,1000
6007,End of Life,8/5/22,NA,Active,NA,B2U Storage Solutions Inc,SEPV Sierra,"4R's - Repair, Remanufacture, Refurbish and/or Repurpose",NA,Second Life Battery,16,NA,https://www.b2uco.com,DNA,Lancaster,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.73162181,-118.1361759,Commercial,16
6008,End of Life,7/24/22,NA,Active,NA,Battery M.D. Inc.,Battery M.D. Inc.,"4R's - Repair, Remanufacture, Refurbish and/or Repurpose",NA,Second Life Battery,30,NA,https://www.batterymd.com,916-641-1807,Mc Clellan Park,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.67246838,-121.41509570000001,Commercial,30
6009,End of Life,8/1/22,NA,Active,NA,Battery Recyclers of America,Battery Recyclers of America,"Collection, Sorting, Storage and/or Discharging (Universal Waste Handlers)",NA,Sorted EOL Battery,13,NA,https://www.batteryrecyclersofamerica.com/,866-609-1561,Dallas,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.79016016,-96.80349867,Commercial,13
6010,End of Life,7/24/22,NA,Active,NA,Blue Star Recyclers,Denver,"Collection, Sorting, Storage and/or Discharging (Universal Waste Handlers)",NA,Sorted EOL Battery,46,NA,https://www.bluestarrecyclers.org,303-534-1667,Denver,CO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.73181889,-105.02263609999999,Commercial,46
6011,End of Life,8/8/22,NA,Active,NA,Blue Whale Materials LLC,Blue Whale Materials Recycling Plant 1,Shredding and screening (physical processing) - Black mass,NA,Black Mass,9,NA,https://www.bluewhalematerials.com,202-596-5523,Washington,DC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.31448105,-71.79793673,Pre-commercial or startup,9
6012,End of Life,7/24/22,NA,Active,NA,Call2Recycle,US HQ,Collection and Logistics,NA,EOL Battery,20,NA,https://www.call2recycle.org,877-723-1297,Atlanta,GA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.90220072,-84.45954348000002,Commercial,20
6013,End of Life,7/24/22,NA,Active,NA,Call2Recycle,Canadian HQ,Collection and Logistics,NA,EOL Battery,10,NA,https://www.call2recycle.org,888-224-9764,Toronto,ON,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.76856229,-79.41319358000003,Commercial,10
6014,End of Life,8/29/21,NA,Active,NA,Car-Part.com,Car-Part.com,"Collection, Disassembling and/or Storage",NA,EOL Battery,Unknown,NA,https://www.car-part.com,859-344-1925,Ft. Wright,KY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.03727024,-84.53401568000002,Commercial,0
6015,End of Life,8/28/22,NA,Active,NA,Cirba Solutions,Wixom,"Collection, Disassembling and/or Storage; Shredding and screening (physical processing) - Black mass",NA,EOL Battery; Black Mass,80,NA,https://www.cirbasolutions.com,800-852-8127,Wixom,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.52522534,-83.56506412,Commercial,80
6017,End of Life,8/28/22,NA,Active,NA,Cirba Solutions,Mesa,"Collection, Sorting, Storage and/or Discharging (Universal Waste Handlers)",NA,Sorted EOL Battery,73,NA,https://www.cirbasolutions.com,800-852-8127,Mesa,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.38409278,-111.81683209999998,Active,73
6018,End of Life,8/28/22,NA,Planned or under construction,2023,Cirba Solutions,Recycling Facility,"4R's - Repair, Remanufacture, Refurbish and/or Repurpose",NA,Second Life Battery,Unknown,NA,https://www.cirbasolutions.com,520-723-4167,Coolidge,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.89784018,-111.5129281,Active,0
6019,End of Life,8/28/22,NA,Active,NA,Cirba Solutions,HQ,Collection and Logistics,NA,EOL Battery,Unknown,NA,https://www.cirbasolutions.com,317-243-0811,Indianapolis,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.87422269,-86.27084304,Commercial,0
6020,End of Life,8/28/22,NA,Active,NA,Cirba Solutions,UW Handling,"Collection, Sorting, Storage and/or Discharging (Universal Waste Handlers)",NA,Sorted EOL Battery,70,NA,https://www.cirbasolutions.com,740-653-6290,Baltimore,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.84253045,-82.566701,Commercial,70
6021,End of Life,8/28/22,NA,Active,NA,Cirba Solutions,Anaheim,"Collection, Sorting, Storage and/or Discharging (Universal Waste Handlers)",NA,Sorted EOL Battery,33,NA,https://www.cirbasolutions.com,800-548-8797,Anaheim,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.85334023,-117.9177758,Commercial,33
6022,End of Life,8/28/22,NA,Active,NA,Cirba Solutions,OH HQ/ Recycling Facility,Shredding and screening (physical processing) - Black mass,NA,Black Mass,100,NA,https://www.cirbasolutions.com,740-653-6290,Lancaster,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.71237899,-82.54483379000001,Commercial,100
6023,End of Life,8/28/22,NA,Active,NA,Cirba Solutions,Recycling Facility,Battery recycling - hydro/pyro/direct,NA,Cathode Precursor,6,NA,https://www.cirbasolutions.com,877-468-6926,Trail,BC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,49.04131727,-117.6051242,Commercial,6
6023,End of Life,12/4/22,NA,Planned or under construction,NA,Cirba Solutions,OH HQ/ Recycling Facility,Shredding and screening (Physical processing) - Black mass,NA,Battery grade metal sulfates,150,10000 MT/yr,https://www.cirbasolutions.com,740-653-6290,Lancaster,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.71237899,-82.54483379000001,Planned,150
6024,End of Life,7/24/22,NA,Active,NA,Clean Earth Inc.,West Melbourne,Battery recycling - hydro/pyro/direct,NA,Mixed Alloy,Unknown,NA,https://www.cleanearthinc.com/locations/west-melbourne-florida,321-952-1516,West Melbourne,FL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,28.09452028,-80.69812607,Commercial,0
6025,End of Life,7/24/22,NA,Active,NA,Clean Earth Inc.,Mitchell Ave,Battery recycling - hydro/pyro/direct,NA,Mixed Alloy,Unknown,NA,https://www.cleanearthinc.com/locations/allentown-pennsylvania-mitchell-ave,610-797-7608,Allentown,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.56784273,-75.47913729999999,Commercial,0
6026,End of Life,8/5/22,NA,Active,NA,Electra Battery Materials Corp.,Phase 2,Battery recycling - hydro/pyro/direct,NA,Battery grade metal sulfates,Unknown,NA,https://www.electrabmc.com,775-856-5700,North Cobalt,ON,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,47.4034,-79.62225,Pre-commercial or startup,0
6027,End of Life,7/24/22,NA,Active,NA,Evergreen Environmental Corp.,Evergreen Environmental Corp,Other,NA,Other,3,NA,https://www.evergreenenvironmentalcorp.com,440-331-2100,Rocky River,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.46220722,-81.84753426000002,Commercial,3
6028,End of Life,11/27/22,NA,Active,NA,"Element Energy, Inc.","Element Energy, Inc.","4R's - Repair, Remanufacture, Refurbish and/or Repurpose",NA,ESS application,24,NA,https://www.elementenergy.com, 650-330-6600 ,Melno Park,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.47,-122.19,Commercial,24
6028,End of Life,9/4/21,NA,Active,NA,Gem Southwest LLC,Gem Southwest LLC,"Collection, Sorting, Storage and/or Discharging (Universal Waste Handlers)",NA,Sorted EOL Battery,Unknown,NA,https://www.gemsouthwestllc.com,909-983-7098,Dallas,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.68182412,-96.88394482999999,Commercial,0
6029,End of Life,8/5/22,NA,Active,NA,Glencore,Glencore Sudbury Nickel Smelter,Battery recycling - hydro/pyro/direct,NA,Mixed Alloy,2500,NA,https://www.glencore.com,750-699-3400,Greater Sudbury,ON,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,46.57714178,-80.80244772999998,Commercial,2500
6030,End of Life,8/29/21,NA,Active,NA,Global Battery Solutions,Global Battery Solutions,"4R's - Repair, Remanufacture, Refurbish and/or Repurpose; Collection, Sorting, Storage and/or Discharging (Universal Waste Handlers)",NA,Second Life Battery; Sorted EOL Battery,Unknown,NA,https://www.globalbatterysolutions.com,616-392-6911,Holland,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.20425808,-119.74064010000001,Commercial,0
6032,End of Life,7/24/22,NA,Active,NA,GlobalTech Environmental,GlobalTech Environmental,"Collection, Sorting, Storage and/or Discharging (Universal Waste Handlers)",NA,EOL Battery,25,NA,https://www.globaltechenvironmental.com/,800-770-2330,Fox Lake,WI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.56767044,-88.90562486000002,Commercial,25
6033,End of Life,8/1/22,NA,Active,NA,INMETCO,INMETCO,Battery recycling - hydro/pyro/direct,NA,Mixed metal intermediates - alloy/ salts/ sulfates/ mattes,64,NA,https://www.azr.com/about/inmetco/,724-758-5515,Ellwood City,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.85939974,-80.27487772999999,Commercial,64
6034,End of Life,8/1/22,NA,Active,NA,Interco - A Metaltronics Recycler,Interco,Shredding and screening (physical processing) - Black mass,NA,Black Mass,48,24000 tpa/yr,https://www.www.interco,877-200-0840,Madison,IL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.68500443,-90.16044954,Commercial,48
6035,End of Life,9/4/21,NA,Active,NA,Interstate Battery Recycling LLC,Interstate Batteries,Collection and Logistics,NA,EOL Battery,Unknown,NA,https://www.interstatebatteries.com/recycling,888-872-4001,Dallas,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,NA,NA,Commercial,0
6036,End of Life,7/24/22,NA,Active,NA,"IT Asset Partners (ITAP), Inc.",IT Asset Partners (ITAP),Other,NA,Other,125,NA,https://www.goitap.com/,323-685 4827,Chatsworth,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.23433408,-118.57883789999998,Commercial,125
6037,End of Life,7/24/22,NA,Active,NA,IT eCycling Solutions LLC,IT eCycling Solutions,Collection and Logistics,NA,EOL Battery,5,NA,https://www.itecycling.com,734-604-6119,Lebanon,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.1796552,-86.28935336,Commercial,5
6038,End of Life,8/8/22,NA,Active,NA,Li Industries,Li Industries,Battery recycling - hydro/pyro/direct,NA,Cathode Precursor,10,NA,https://www.li-ind.com,NA,Blacksburg,VA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.20160277,-80.41273094,Pre-commercial or startup,10
6039,End of Life,8/27/21,NA,Active,NA,Li-Cycle Corp.,Ontario Spoke,Shredding and screening (physical processing) - Black mass,NA,Black Mass,Unknown,NA,https://www.li-cycle.com,877-542-9253,Kingston,ON,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,44.25353463,-76.49039037,Commercial,0
6040,End of Life,8/27/21,NA,Active,NA,Li-Cycle Corp.,North American Hub,Shredding and screening (physical processing) - Black mass,Recycled materials,Black Mass,270,NA,https://www.li-cycle.com,877-542-9254,Rochester,NY,US,https://www.charged-the-book.com/na-ev-supply-chain-map,43.1565779,-77.60884649999998,Active,270
6041,End of Life,8/8/22,NA,Active,NA,Nethers Batteries,Nethers Batteries,"4R's - Repair, Remanufacture, Refurbish and/or Repurpose",NA,Second Life Battery,10,NA,https://www.netherswholesale.com,740-404-9650,North Muskegon,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.25632575,-86.26805679,Commercial,10
6042,End of Life,8/1/22,NA,Active,NA,Nth Cycle,Nth Cycle Inc.,Battery recycling - hydro/pyro/direct,NA,Other,17,NA,https://www.www.nthcycle.com,518- 534-0562,Beverly,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.57,-70.84,Pre-commercial or startup,17
6043,End of Life,8/4/22,NA,Active,NA,Omega Harvested Metallurgical,Omega Harvested Mettalurgical,Other,NA,Battery grade metal sulfates,10,NA,https://www.ohm-inc.com,877-320-0515,Winchester,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40,-82.81,Commercial,10
6044,End of Life,8/4/22,NA,Active,NA,Princeton NuEnergy,Princeton NuEnergy,Battery recycling - hydro/pyro/direct,NA,Battery grade cathode materials,17,NA,https://www.pnecycle.com,973-818-3428,Bordentown,NJ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40,-70.6,Pre-commercial or startup,17
6045,End of Life,8/1/22,NA,Active,NA,RecycLiCo Battery Materials Inc.,RecycLiCo Pilot Plant,Battery recycling - hydro/pyro/direct,NA,Cathode Precursor,13,NA,https://www.recyclico.com,604-273-3600,Richmond,BC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,49.18034665,-123.07566809999999,Pre-commercial or startup,13
6046,End of Life,7/24/22,NA,Active,NA,"Recycling Coordinators, Inc.","Recycling Coordinators, Inc.",Battery recycling - hydro/pyro/direct,NA,Mixed metal intermediates - alloy/ salts/ sulfates/ mattes,30,NA,http://www.recyclingcoordinators.com/,330-434-4500,Akron,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.07135942,-81.50070351,Commercial,30
6047,End of Life,8/8/22,NA,Active,NA,Redivivus,Redivivus,"Collection, Disassembling and/or Storage",NA,Other,Unknown,NA,https://www.redivivus.tech,NA,Colorado Springs,CO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,NA,NA,Pre-commercial or startup,0
6048,End of Life,8/27/21,NA,Active,NA,Redwood Materials,Redwood Materials Headquarters,Battery recycling - hydro/pyro/direct,NA,Battery grade metal sulfates,Unknown,NA,https://www.redwoodmaterials.com,NA,Carson City,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.90298197,-77.03781059,Commercial,0
6049,End of Life,5/1/23,CH,Active,NA,Redwood Materials,Battery Materials Campus 1,NA,Battery Cell Components,NA,1600,NA,https://www.redwoodmaterials.com,NA,Reno,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.529919,-119.81426910000002,Commercial,1600
6050,End of Life,8/5/22,NA,Active,NA,"RePurpose Energy, Inc.","RePurpose Energy, Inc.","4R's - Repair, Remanufacture, Refurbish and/or Repurpose",NA,Second Life Battery,4,NA,https://www.repurpose.energy,224- 456-5626,Fairfield,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.24,-122.04,Pre-commercial or startup,4
6051,End of Life,7/24/22,NA,Active,NA,Secure E-Waste Solutions,Secure E-Waste Solutions,"Collection, Sorting, Storage and/or Discharging (Universal Waste Handlers)",NA,Sorted EOL Battery,23,NA,https://www.sesrecyccling.com,858-909-0802,San Diego,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.88288105,-117.1712342,Pre-commercial or startup,23
6052,End of Life,7/24/22,NA,Active,NA,Spiers New Technologies (SNT),Spiers New Technologies,"4R's - Repair, Remanufacture, Refurbish and/or Repurpose; Shredding and screening (physical processing) - Black mass",NA,Second Life Battery,62,NA,http://www.spiersnewtechnologies.com/,405-605-8066,Oklahoma City,OK,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.37692756,-97.54272436000001,Commercial,62
6054,End of Life,8/25/22,NA,Planned or under construction,2024,"SungEel HiTech Co., Ltd.",SungEel Recycling Park,Battery recycling - hydro/pyro/direct,NA,Mixed metal intermediates - alloy/ salts/ sulfates/ mattes,104,NA,https://www.sungeelht.com/en,82-63-466-9200,Toccoa,GA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.57937912,-83.33047467,Planned (2024),104
6055,End of Life,7/24/22,NA,Active,NA,Sybesma's Electronics,Sybesma’s Electronics,"4R's - Repair, Remanufacture, Refurbish and/or Repurpose",NA,Second Life Battery,30,NA,https://www.sybemas.com,616-392-6911,Holland,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.77549203,-86.12654129999999,Commercial,30
6056,End of Life,11/26/22,NA,Active,NA,Smartville Inc.,Smartville,"4R's - Repair, Remanufacture, Refurbish and/or Repurpose",NA,ESS application,17,NA,https://www.smartville.io,510-305-2944,Carlsbad,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.13349501,-117.28020690000001,Pre-commercial or startup,17
6056,End of Life,8/4/22,NA,Active,NA,Umicore USA,Raleigh,Other,NA,Not applicable,10,NA,https://www.umicore.com,919-874-7171,Raleigh,NC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.82924454,-78.66547508,Commercial,10
6057,End of Life,8/4/22,NA,Active,NA,United Battery Recyclers Int,United Battery Recyclers Int,Shredding and screening (physical processing) - Black mass,NA,Black Mass,1,NA,https://www.ubr-intl.com,248-252-2194,Fenton,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.47,-31.19,Pre-commercial or startup,1
6058,End of Life,8/28/22,NA,Active,NA,"Univar Solutions, Inc.",Univar,"Collection, Disassembling and/or Storage",NA,Sorted EOL Battery,Unknown,NA,https://www.univarsolutions.com,331-777-6000,Downders Grove,IL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.83284713,-88.00519592,Commercial,0
6059,End of Life,8/4/22,NA,Active,NA,Veolia Environmental Services,Veolia Phoenix Recycling Facility,Other,NA,Sorted EOL Battery,75,NA,https://www.lamprecycling.veoliaes.com/about_us/facilities/phoenix?pid=764,602-233-2955,Phoenix,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.44674246,-112.1847439,Commercial,75
6060,End of Life,8/4/22,NA,Active,NA,Veolia Environmental Services,Veolia Tallahassee Recycling Facility,Other,NA,Sorted EOL Battery,26,NA,https://www.lamprecycling.veoliaes.com/about_us/facilities/tallahassee?pid=772,850-877-8299,Tallahassee,FL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.36432805,-84.26882137,Commercial,26
6061,End of Life,8/4/22,NA,Active,NA,Veolia Environmental Services,Veolia West Bridgewater Recycling Facility,Other,NA,Sorted EOL Battery,221,NA,https://www.lamprecycling.veoliaes.com/about_us/facilities/West-Bridgewater?pid=770,774-296-6030,Bridgwater,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.00923886,-71.04478386000001,Commercial,221
6062,End of Life,8/4/22,NA,Active,NA,Veolia Environmental Services,Veolia Port Washington Recycling Facility,Other,NA,Sorted EOL Battery,30,NA,https://www.lamprecycling.veoliaes.com/about_us/facilities/portwashington?pid=768,262-243-8900,Port Washington,WI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.37176696,-87.88863746999999,Commercial,30
6063,End of Life,9/4/21,NA,Active,NA,Veolia Environmental Services,Veolia Pickering Recycling Facility,Other,NA,Sorted EOL Battery,Unknown,NA,https://www.lamprecycling.veoliaes.com/about_us/facilities/Pickering-ON?pid=27713,905-686-2111,Pickering,ON,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.82164301,-79.05398987,Commercial,0
6064,End of Life,8/4/22,NA,Active,NA,WeRecycleBatteries.com,WeRecycleBatteries.com,Collection and Logistics,NA,Sorted EOL Battery,1,NA,https://www.werecyclebatteries.com,585-902-8110,Alden,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.90173714,-78.49243242,Commercial,1
7000,Equipment,8/26/21,NA,Active,NA,Admiral Instruments,Admiral Instruments HQ,NA,Testing Equipment,Cell tester,Unknown,NA,https://www.admiralinstruments.com,480-256-8706,Tempe,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.42129318,-111.9725615,Active,0
7000,Equipment,11/26/22,NA,Active,NA,24 M Technologies,Cambridge Facility,NA,Manufacturing Equipment,Other - entire process,110,NA,https://www.24-m.com,617-553-1012,Cambridge,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.36047475,-71.10428371,Pre-commercial or startup,110
7001,Equipment,11/2/22,NA,Active,NA,Across International,Across International LLC,NA,Manufacturing Equipment,"Lab furnaces , vacuum ovens, forced air ovens",25,2000 units,https://www.acrossinternational.com,888-988-0899,Livingston,NJ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.80937576,-74.34266370000002,Commercial,25
7001,Equipment,NA,NA,Active,NA,Arbin Instruments,Arbin Instruments,NA,Testing Equipment,Cell tester; Mod/Pack tester,Unknown,NA,https://www.arbin.com,979-690-2751,College Station,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.52754888,-96.21487763,Commercial,0
7002,Equipment,11/2/22,NA,Active,NA,Across International,Across International LLC,NA,Manufacturing Equipment,"Lab furnaces , vacuum ovens, forced air ovens",21,2000 units,https://www.acrossinternational.com,888-988-0899,Sparks,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.51828948,-119.7365357,Commercial,21
7003,Equipment,NA,NA,Active,NA,Automation EZ LLC,Automation EZ LLC,NA,Manufacturing Equipment,Pneumatic,Unknown,NA,https://www.automationez.com,520-400-9496,Tucson,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.33260222,-111.05621040000001,Active,0
7004,Equipment,8/26/21,NA,Active,NA,Bitrode Corporation,Bitrode Corporation,NA,Testing Equipment,Cell tester; Mod/Pack tester,92,NA,https://www.bitrode.com,636-343-6112,St. Louis,MO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.5251908,-90.33289432,Commercial,92
7006,Equipment,NA,NA,Active,NA,Black Bros Inc.,Black Bros Inc.,NA,Manufacturing Equipment,Coaters,Unknown,NA,https://www.blackbros.com,800-252-2568,High Point,NC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.93836435,-79.96841871,Commercial,0
7007,Equipment,8/18/21,NA,Active,NA,Busch Vacuum Solutions,Busch LLC,NA,Manufacturing Equipment,Vacuum pumps and/or other vacuum systems,500,NA,https://www.buschvacuum.com,757-463-7800,Virginia Beach,VA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.82710943,-76.06424299000001,Commercial,500
7008,Equipment,8/22/21,NA,Active,NA,Busch Vacuum Solutions,Busch LLC,NA,Manufacturing Equipment,Vacuum pumps and/or other vacuum systems,Unknown,NA,https://www.buschvacuum.com,512-835-0906,Austin,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.41251379,-97.64590202999999,Commercial,0
7009,Equipment,8/22/21,NA,Active,NA,Busch Vacuum Solutions,Busch LLC,NA,Manufacturing Equipment,Vacuum pumps and/or other vacuum systems,Unknown,NA,https://www.buschvacuum.com,408-782-0800,Portland,OR,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,45.56032166,-122.5265398,Commercial,0
7010,Equipment,8/1/22,NA,Active,NA,Chroma ATE Inc,Chroma ATE Inc,NA,Testing Equipment,"Cell Cycler, Formation, Cell Validation Tester, Module/Pack tester",15,NA,https://www.chromaate.com,(949) 421-0355,Irvine,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.64919,-117.71199000000001,Commercial,15
7011,Equipment,7/24/22,NA,Active,NA,"CSM Products, Inc.",CSM Products,NA,Testing Equipment,Electrical Systems,11,NA,https://www.csm.de/us,248-836-4995,Auburn Hills,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.67051618,-83.24249446000002,Commercial,11
7012,Equipment,8/28/22,NA,Active,NA,Dorey Converting Systems (DCS) USA,DCS,NA,Manufacturing Equipment,Rotary die cutting and laminating machine,Unknown,NA,https://www.converting-systems.com,330-685-6320,Morrisville,NC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.82841077,-78.8216172,Commercial,0
7013,Equipment,7/31/22,NA,Active,NA,Digatron Power Electronics,Digatron Power Electronics,NA,Manufacturing Equipment; Testing Equipment,Slitters; Stacker; Welders; Electrolyte fill; Winder; Vacuum pumps and/or other vacuum systems; Formation aging; Cell tester,86,NA,https://www.digatron.com,203-446-8000,Shelton,CT,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.29503816,-73.07976357,Commercial,86
